# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
365;Art der Nummer bei Organisationen;Art der Nummer bei Organisationen;ZIR;V1.1;20190830

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
365_1;DUNS-Nummer;0;1;0;NULL;;D-U-N-S ist die Abkürzung für Data Universal Numbering System, ein Zahlensystem zur eindeutigen Identifikation von Unternehmen, Unternehmensbereichen, öffentlichen Einrichtungen, Gewerbetreibenden und Selbständigen. 1962 von Dun & Bradstreet (D&B) eingeführt, hat es sich inzwischen als internationaler Standard etabliert.;;;
365_2;Steuernummer;0;1;0;NULL;;;;;
365_3;Umsatzsteuer-ID;0;1;0;NULL;;;;;
365_4;IATA-Code;0;1;0;NULL;;;;;
