# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
118;Art des Schienenfahrzeugs;Art des Schienenfahrzeugs;ZIR;V1.2;20181019

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
118_1;Triebfahrzeug;0;1;0;NULL;;;;;
118_2;Straßenbahn;0;1;0;NULL;;;;;
118_3;Schwebebahn;0;1;0;NULL;;;;;
118_4;Waggon;0;1;0;NULL;;;;;
118_5;Zug;0;1;0;NULL;;;;;
118_6;S-Bahn;0;1;0;NULL;;;;;
118_7;U-Bahn;0;1;0;NULL;;;;;
