# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
359;Ermittlungsrelevanz;Ermittlungsrelevanz;ZIR;V1.0;20171127

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
359_1;nicht relevant;0;1;0;NULL;;Die Information ist für das Ermittlungsverfahren nicht von Bedeutung.;;;
359_2;offen;0;1;0;NULL;;Es erfolgte noch keine abschließende Bewertung der Information.;;;
359_3;relevant;0;1;0;NULL;;Die Information ist für das Ermittlungsverfahren von Bedeutung.;;;
359_4;sehr relevant;0;1;0;NULL;;Die Information ist für das Ermittlungsverfahren von herausragender Bedeutung.;;;
