# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
103;Art der ausgeübten Tätigkeit;Art der ausgeübten Tätigkeit;ZIR;V1.1;20131025

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Zugangsvokabular
103_1;Ausbildung;0;1;0;NULL;;;
103_2;Berufsausbildung;0;1;0;NULL;;;
103_3;Schulausbildung;0;1;0;NULL;;;
103_4;Studium;0;1;0;NULL;;;
103_5;Berufstätigkeit;0;1;0;NULL;;;
103_6;keine Erwerbstätigkeit;0;1;0;NULL;;;
103_7;Ruhestand;0;1;0;NULL;;;
103_8;Arbeitslosigkeit;0;1;0;NULL;;;
103_9;Hausfrau/Hausmann;0;1;0;NULL;;;
