# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
412;Vereine / Mannschaften (Fußball / Eishockey);Vereine / Mannschaften (Fußball / Eishockey);ZIR;V1.0;20210930

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Zugangsvokabular;Sportart
412_426;SV 08 Steinach;0;1;0;NULL;;;;Fußball
412_427;SV 09 Arnstadt;0;1;0;NULL;;;;Fußball
412_428;SV 1879 Ehrenhain;0;1;0;NULL;;;;Fußball
412_429;SV 1908 Grün-Weiss Ahrensfelde;0;1;0;NULL;;;;Fußball
412_43;1. FC Wacker 1921 Lankwitz e. V.;0;1;0;NULL;;;;Fußball
412_430;SV 1919 Mainz-Gonsenheim;0;1;0;NULL;;;;Fußball
412_431;SV 1919 Zeilsheim e. V.;0;1;0;NULL;;;;Fußball
412_432;SV 90 Altengottern;0;1;0;NULL;;;;Fußball
412_433;SV Ahlerstedt/Ottendorf;0;1;0;NULL;;;;Fußball
412_434;SV Alemania Riestedt;0;1;0;NULL;;;;Fußball
412_435;SV Alemannia 1919 Haibach e. V.;0;1;0;NULL;;;;Fußball
412_436;SV Alemannia Waldalgesheim;0;1;0;NULL;;;;Fußball
412_437;SV Altenoythe;0;1;0;NULL;;;;Fußball
412_438;SV Altlüdersdorf;0;1;0;NULL;;;;Fußball
412_439;SV Altstadt;0;1;0;NULL;;;;Fußball
412_44;Alemannia Aachen;0;1;0;NULL;;;;Fußball
412_440;SV Arminia Hannover;0;1;0;NULL;;;;Fußball
412_441;SV Atlas Delmenhorst e. V.;0;1;0;NULL;;;;Fußball
412_442;SV Auersmacher;0;1;0;NULL;;;;Fußball
412_443;SV Babelsberg 03;0;1;0;NULL;;;;Fußball
412_444;SV Blau Weiß 90 Neustadt Orla;0;1;0;NULL;;;;Fußball
412_445;SV Blau Weiß Petershagen-Eggersdorf;0;1;0;NULL;;;;Fußball
412_446;SV Blau-Weiß Büßleben 04 e. V.;0;1;0;NULL;;;;Fußball
412_447;SV Blau-Weiss Hohen Neuendorf;0;1;0;NULL;;;;Fußball
412_448;SV Blau-Weiß Zorbau;0;1;0;NULL;;;;Fußball
412_449;SV Bosna Sandzak;0;1;0;NULL;;;;Fußball
412_45;Allgemeiner Sportverein Berlin;0;1;0;NULL;;;;Fußball
412_450;SV Brake;0;1;0;NULL;;;;Fußball
412_451;SV Buchonia Flieden;0;1;0;NULL;;;;Fußball
412_452;SV Burgwallbach;0;1;0;NULL;;;;Fußball
412_453;SV Burgweinting e. V.;0;1;0;NULL;;;;Fußball
412_454;SV BW 91 Bad Frankenhausen;0;1;0;NULL;;;;Fußball
412_455;SV Calberlah;0;1;0;NULL;;;;Fußball
412_456;SV Dessau 05 e. V.;0;1;0;NULL;;;;Fußball
412_457;SV Dornach;0;1;0;NULL;;;;Fußball
412_458;SV Eichede von 1947 e. V.;0;1;0;NULL;;;;Fußball
412_459;SV Einheit Kamenz;0;1;0;NULL;;;;Fußball
412_46;Altonaer Fußballclub von 1893;0;1;0;NULL;;;;Fußball
412_460;SV Eintracht Camburg;0;1;0;NULL;;;;Fußball
412_461;SV Eintracht Eisenberg;0;1;0;NULL;;;;Fußball
412_462;SV Eintracht Trier;0;1;0;NULL;;;;Fußball
412_463;SV Emmendorf e. V. 1920;0;1;0;NULL;;;;Fußball
412_464;SV Empor Berlin;0;1;0;NULL;;;;Fußball
412_465;SV Falkensee-Finkenkrug;0;1;0;NULL;;;;Fußball
412_466;SV Fortuna Trebendorf 1996 e. V.;0;1;0;NULL;;;;Fußball
412_467;SV Genc Osman Duisburg;0;1;0;NULL;;;;Fußball
412_468;SV Genclerbirligi Homburg;0;1;0;NULL;;;;Fußball
412_469;SV Göttingen 07;0;1;0;NULL;;;;Fußball
412_47;Anadoluspor Berlin 1970 e. V.;0;1;0;NULL;;;;Fußball
412_470;SV Grün Weiß Siemerode;0;1;0;NULL;;;;Fußball
412_471;SV Grün-Weiss Brieselang;0;1;0;NULL;;;;Fußball
412_472;SV Grün-Weiß Lübben;0;1;0;NULL;;;;Fußball
412_473;SV Habach;0;1;0;NULL;;;;Fußball
412_474;SV Havelwinkel Warnau 2000 e. V.;0;1;0;NULL;;;;Fußball
412_475;SV Heimstetten e. V.;0;1;0;NULL;;;;Fußball
412_476;SV Hellas 05 Bildstock;0;1;0;NULL;;;;Fußball
412_477;SV Henstedt-Ulzburg;0;1;0;NULL;;;;Fußball
412_478;SV Kirchanschöring 1946 e. V.;0;1;0;NULL;;;;Fußball
412_479;SV Lachem-Haverbeck;0;1;0;NULL;;;;Fußball
412_48;Angermünder FC;0;1;0;NULL;;;;Fußball
412_480;SV Lengede;0;1;0;NULL;;;;Fußball
412_481;SV Lichtenberg 47;0;1;0;NULL;;;;Fußball
412_482;SV Linx;0;1;0;NULL;;;;Fußball
412_483;SV Meppen;0;1;0;NULL;;;;Fußball
412_484;SV Mettlach;0;1;0;NULL;;;;Fußball
412_485;SV Morlautern;0;1;0;NULL;;;;Fußball
412_486;SV Nersingen;0;1;0;NULL;;;;Fußball
412_487;SV Neuhof;0;1;0;NULL;;;;Fußball
412_488;SV Nord Wedding 1893;0;1;0;NULL;;;;Fußball
412_489;SV Oberachern;0;1;0;NULL;;;;Fußball
412_49;ASC Neuenheim;0;1;0;NULL;;;;Fußball
412_490;SV Osterbinde;0;1;0;NULL;;;;Fußball
412_491;SV Pastow e. V.;0;1;0;NULL;;;;Fußball
412_492;SV Preußen Merchweiler;0;1;0;NULL;;;;Fußball
412_493;SV Ramlingen/Ehlershausen;0;1;0;NULL;;;;Fußball
412_494;SV Röchling Völklingen;0;1;0;NULL;;;;Fußball
412_495;SV Rödinghausen;0;1;0;NULL;;;;Fußball
412_496;SV Rohrbach;0;1;0;NULL;;;;Fußball
412_497;SV Rot-Weiss Hadamar;0;1;0;NULL;;;;Fußball
412_498;SV Rot-Weiß Hasborn;0;1;0;NULL;;;;Fußball
412_499;SV Saar 05 Saarbrücken;0;1;0;NULL;;;;Fußball
412_5;1. FC Eislingen 1914 e. V.;0;1;0;NULL;;;;Fußball
412_50;ASV 1860 Neumarkt e. V.;0;1;0;NULL;;;;Fußball
412_500;SV Sandhausen 1916 e. V.;0;1;0;NULL;;;;Fußball
412_501;SV Sandhausen II;0;1;0;NULL;;;;Fußball
412_502;SV Schalding-Heining;0;1;0;NULL;;;;Fußball
412_503;SV Schlebusch 1923 e. V.;0;1;0;NULL;;;;Fußball
412_504;SV Schleiz;0;1;0;NULL;;;;Fußball
412_505;SV Schott Jena;0;1;0;NULL;;;;Fußball
412_506;SV Schwarzenbach;0;1;0;NULL;;;;Fußball
412_507;SV Schwarz-Rot Neustadt (Dosse);0;1;0;NULL;;;;Fußball
412_508;SV Sparta Lichtenberg;0;1;0;NULL;;;;Fußball
412_509;SV Spielberg 1920 e. V.;0;1;0;NULL;;;;Fußball
412_51;ASV Cham;0;1;0;NULL;;;;Fußball
412_510;SV Stern Britz 1889 e. V.;0;1;0;NULL;;;;Fußball
412_511;SV Stuttgarter Kickers;0;1;0;NULL;;;;Fußball
412_512;SV Süden 09;0;1;0;NULL;;;;Fußball
412_513;SV Tapfer 06 Leipzig;0;1;0;NULL;;;;Fußball
412_514;SV Tasmania Berlin;0;1;0;NULL;;;;Fußball
412_515;SV Todesfelde von 1928 e. V.;0;1;0;NULL;;;;Fußball
412_516;SV Victoria Seelow;0;1;0;NULL;;;;Fußball
412_517;SV Viktoria Aschaffenburg;0;1;0;NULL;;;;Fußball
412_518;SV Wacker 04 Bad Salzungen;0;1;0;NULL;;;;Fußball
412_519;SV Wacker Burghausen;0;1;0;NULL;;;;Fußball
412_52;ATSV 1898 Erlangen e. V.;0;1;0;NULL;;;;Fußball
412_520;SV Waldhof Mannheim;0;1;0;NULL;;;;Fußball
412_521;SV Wallinghausen;0;1;0;NULL;;;;Fußball
412_522;SV Wehen 1926 Wiesbaden GmbH;0;1;0;NULL;;;;Fußball
412_523;SV Werder Bremen;0;1;0;NULL;;;;Fußball
412_524;SV Werder Bremen II;0;1;0;NULL;;;;Fußball
412_525;SV Westfalia Rhyern;0;1;0;NULL;;;;Fußball
412_526;SV-DJK Oberschwarzach;0;1;0;NULL;;;;Fußball
412_527;TB Uphusen;0;1;0;NULL;;;;Fußball
412_528;TB/ASV Regenstauf;0;1;0;NULL;;;;Fußball
412_529;Tennis Borussia Berlin;0;1;0;NULL;;;;Fußball
412_53;Bahlinger SC;0;1;0;NULL;;;;Fußball
412_530;Torgelower FC Greif e. V.;0;1;0;NULL;;;;Fußball
412_531;TSC Vahdet Braunschweig;0;1;0;NULL;;;;Fußball
412_532;TSG 1899 Hoffenheim;0;1;0;NULL;;;;Fußball
412_533;TSG 1899 Hoffenheim II;0;1;0;NULL;;;;Fußball
412_534;TSG Backnang Fußball 1919 e. V.;0;1;0;NULL;;;;Fußball
412_535;TSG Balingen;0;1;0;NULL;;;;Fußball
412_536;TSG Neustrelitz;0;1;0;NULL;;;;Fußball
412_537;TSG Pfeddersheim;0;1;0;NULL;;;;Fußball
412_538;TSG Tübingen;0;1;0;NULL;;;;Fußball
412_539;TSV 1846 Lohr am Main e. V.;0;1;0;NULL;;;;Fußball
412_54;Ballspielverein Cloppenburg von 1919 e. V.;0;1;0;NULL;;;;Fußball
412_540;TSV 1860 Rosenheim;0;1;0;NULL;;;;Fußball
412_541;TSV 1880 Wasserburg;0;1;0;NULL;;;;Fußball
412_542;TSV 1896 Rain;0;1;0;NULL;;;;Fußball
412_543;TSV Abtswind;0;1;0;NULL;;;;Fußball
412_544;TSV Aubstadt e. V.;0;1;0;NULL;;;;Fußball
412_545;TSV Bemerode;0;1;0;NULL;;;;Fußball
412_546;TSV Bordesholm;0;1;0;NULL;;;;Fußball
412_547;TSV Buchbach e. V.;0;1;0;NULL;;;;Fußball
412_548;TSV Bützow v. 1952;0;1;0;NULL;;;;Fußball
412_549;TSV Crailsheim;0;1;0;NULL;;;;Fußball
412_55;Bayer 04 Leverkusen;0;1;0;NULL;;;;Fußball
412_550;TSV Eintracht Stadtallendorf;0;1;0;NULL;;;;Fußball
412_551;TSV Emmelshausen;0;1;0;NULL;;;;Fußball
412_552;TSV Essingen 1893 e. V.;0;1;0;NULL;;;;Fußball
412_553;TSV Gau-Odernheim;0;1;0;NULL;;;;Fußball
412_554;TSV Gera-Westvororte;0;1;0;NULL;;;;Fußball
412_555;TSV Großbardorf;0;1;0;NULL;;;;Fußball
412_556;TSV Havelse von 1912 e. V.;0;1;0;NULL;;;;Fußball
412_557;TSV Höpfingen;0;1;0;NULL;;;;Fußball
412_558;TSV Ilshofen;0;1;0;NULL;;;;Fußball
412_559;TSV Krähenwinkel-Kaltenweide;0;1;0;NULL;;;;Fußball
412_56;Beckumer Spielvereinigung 10/05 e. V.;0;1;0;NULL;;;;Fußball
412_560;TSV Leuna e. V.;0;1;0;NULL;;;;Fußball
412_561;TSV Mariendorf 1897 Berlin;0;1;0;NULL;;;;Fußball
412_562;TSV Motor Gispersleben;0;1;0;NULL;;;;Fußball
412_564;TSV München von 1860 e. V.;0;1;0;NULL;;;;Fußball
412_565;TSV Pfedelbach;0;1;0;NULL;;;;Fußball
412_566;TSV Pleystein;0;1;0;NULL;;;;Fußball
412_567;TSV Rudow 1888;0;1;0;NULL;;;;Fußball
412_568;TSV Sasel;0;1;0;NULL;;;;Fußball
412_569;TSV Schloß-Ricklingen;0;1;0;NULL;;;;Fußball
412_57;Berlin Hilalspor e. V.;0;1;0;NULL;;;;Fußball
412_570;TSV Schott Mainz;0;1;0;NULL;;;;Fußball
412_571;TSV Schwaförden;0;1;0;NULL;;;;Fußball
412_572;TSV Steinbach Haiger;0;1;0;NULL;;;;Fußball
412_573;TSV Wacker 50 Neutraubling e. V.;0;1;0;NULL;;;;Fußball
412_574;Türk Gücü Friedberg;0;1;0;NULL;;;;Fußball
412_575;Türkgücü München;0;1;0;NULL;;;;Fußball
412_576;Türkiyemspor Berlin 1978 e. V.;0;1;0;NULL;;;;Fußball
412_577;Turn- und Rasensport Union 1880 e. V. Düsseldorf;0;1;0;NULL;;;;Fußball
412_578;Turn- und Sportbund Flensburg;0;1;0;NULL;;;;Fußball
412_579;Turn- und Sportverein Dachau 1865 e. V.;0;1;0;NULL;;;;Fußball
412_58;Berlin Türkspor e. V. 1965;0;1;0;NULL;;;;Fußball
412_580;Turn- und Sportverein Haltern am See von 1882 e. V.;0;1;0;NULL;;;;Fußball
412_581;Turn- und Sportverein Zusmarshausen;0;1;0;NULL;;;;Fußball
412_582;Turnverein Herkenrath 09 e. V.;0;1;0;NULL;;;;Fußball
412_583;TuS 1902 Herrensohr;0;1;0;NULL;;;;Fußball
412_584;TuS Bersenbrück;0;1;0;NULL;;;;Fußball
412_585;TuS Blau-Weiss Lohne;0;1;0;NULL;;;;Fußball
412_586;TuS Dassendorf;0;1;0;NULL;;;;Fußball
412_587;TuS Dietkirchen e. V.;0;1;0;NULL;;;;Fußball
412_588;TuS Erndtebrück;0;1;0;NULL;;;;Fußball
412_589;TuS Koblenz;0;1;0;NULL;;;;Fußball
412_59;Berlin United e. V.;0;1;0;NULL;;;;Fußball
412_590;TUS Makkabi;0;1;0;NULL;;;;Fußball
412_591;TuS Marienborn;0;1;0;NULL;;;;Fußball
412_592;TuS Mayen;0;1;0;NULL;;;;Fußball
412_593;TuS Mechtersheim;0;1;0;NULL;;;;Fußball
412_594;TuS Sachsenhausen;0;1;0;NULL;;;;Fußball
412_595;TV Aiglsbach;0;1;0;NULL;;;;Fußball
412_596;TV Askania Bernburg e. V.;0;1;0;NULL;;;;Fußball
412_597;TV Echterdingen;0;1;0;NULL;;;;Fußball
412_598;TV Glück-Auf Wackersdorf 1912 e. V.;0;1;0;NULL;;;;Fußball
412_599;TV Jahn Schneverdingen;0;1;0;NULL;;;;Fußball
412_6;1. FC Erlensee;0;1;0;NULL;;;;Fußball
412_60;Berliner Athletik Klub 1907;0;1;0;NULL;;;;Fußball
412_600;TV Oeffingen;0;1;0;NULL;;;;Fußball
412_601;U.S.I. Lupo Martini Wolfsburg;0;1;0;NULL;;;;Fußball
412_602;Union Rösrath;0;1;0;NULL;;;;Fußball
412_603;Verein für Bewegungsspiele Homberg e. V.;0;1;0;NULL;;;;Fußball
412_604;Verein für Bewegungsspiele Lübeck von 1919 e. V.;0;1;0;NULL;;;;Fußball
412_605;Verein für Leibesübungen Oythe 1947 e. V.;0;1;0;NULL;;;;Fußball
412_606;VfB 09 Pößneck e. V.;0;1;0;NULL;;;;Fußball
412_607;VfB 1921 Krieschow;0;1;0;NULL;;;;Fußball
412_609;VfB Artern 1919 e. V.;0;1;0;NULL;;;;Fußball
412_61;Berliner Sport-Club;0;1;0;NULL;;;;Fußball
412_610;VfB Auerbach;0;1;0;NULL;;;;Fußball
412_611;VfB Borussia Neunkirchen;0;1;0;NULL;;;;Fußball
412_612;VfB Concordia Britz 1916;0;1;0;NULL;;;;Fußball
412_613;VfB Dillingen;0;1;0;NULL;;;;Fußball
412_614;VfB Eichstätt;0;1;0;NULL;;;;Fußball
412_615;VfB Empor Glauchau;0;1;0;NULL;;;;Fußball
412_616;VfB Eppingen;0;1;0;NULL;;;;Fußball
412_617;Vfb Fortuna Biesdorf;0;1;0;NULL;;;;Fußball
412_618;VfB Gartenstadt;0;1;0;NULL;;;;Fußball
412_619;VfB Germania Halberstadt;0;1;0;NULL;;;;Fußball
412_62;Berliner Sport-Verein 1892;0;1;0;NULL;;;;Fußball
412_620;VfB Ginsheim;0;1;0;NULL;;;;Fußball
412_621;VFB Hermsdorf Berlin 1899 e. V.;0;1;0;NULL;;;;Fußball
412_622;VfB Linz;0;1;0;NULL;;;;Fußball
412_623;VfB Oldenburg von 1897 e. V.;0;1;0;NULL;;;;Fußball
412_624;VfB Stuttgart;0;1;0;NULL;;;;Fußball
412_625;VfB Stuttgart II;0;1;0;NULL;;;;Fußball
412_626;VfB Stuttgart U19;0;1;0;NULL;;;;Fußball
412_627;VfB Weißwasser 1909 e. V.;0;1;0;NULL;;;;Fußball
412_628;VFC Plauen;0;1;0;NULL;;;;Fußball
412_629;VfL 05 Hohenstein-Ernstthal;0;1;0;NULL;;;;Fußball
412_63;Berliner Sportverein Hürtürkel Berlin 1980;0;1;0;NULL;;;;Fußball
412_630;VfL Bochum 1848;0;1;0;NULL;;;;Fußball
412_631;VfL Germania Leer von 1915 e. V.;0;1;0;NULL;;;;Fußball
412_632;VfL Halle 96 e. V.;0;1;0;NULL;;;;Fußball
412_633;VfL Oldenburg;0;1;0;NULL;;;;Fußball
412_634;VfL Osnabrück;0;1;0;NULL;;;;Fußball
412_635;VfL Osnabrück U19;0;1;0;NULL;;;;Fußball
412_636;VfL Pfullingen;0;1;0;NULL;;;;Fußball
412_637;VfL Primstal;0;1;0;NULL;;;;Fußball
412_638;VfL Wolfsburg;0;1;0;NULL;;;;Fußball
412_639;VfL Wolfsburg (Frauen);0;1;0;NULL;;;;Fußball
412_64;BFC Alemannia 1850;0;1;0;NULL;;;;Fußball
412_640;VfL Wolfsburg A-Junioren (U19);0;1;0;NULL;;;;Fußball
412_641;VfL Wolfsburg II;0;1;0;NULL;;;;Fußball
412_642;VfR Aalen 1921 e. V.;0;1;0;NULL;;;;Fußball
412_643;VfR Garching von 1921 e. V.;0;1;0;NULL;;;;Fußball
412_644;VfR Mannheim;0;1;0;NULL;;;;Fußball
412_645;VfR Wormatia 08 Worms;0;1;0;NULL;;;;Fußball
412_646;VfV Borussia 06 Hildesheim e. V.;0;1;0;NULL;;;;Fußball
412_647;VSG Altglienicke;0;1;0;NULL;;;;Fußball
412_648;Weissenseer Fussball-Club;0;1;0;NULL;;;;Fußball
412_649;Werder Bremen;0;1;0;NULL;;;;Fußball
412_65;BFC Dynamo;0;1;0;NULL;;;;Fußball
412_650;Werderaner FC Viktoria 1920;0;1;0;NULL;;;;Fußball
412_651;Wismut Gera;0;1;0;NULL;;;;Fußball
412_652;Wittenauer SC Concordia 1910 e. V.;0;1;0;NULL;;;;Fußball
412_653;Wuppertaler SV e. V.;0;1;0;NULL;;;;Fußball
412_654;Würzburger Fußballverein e. V.;0;1;0;NULL;;;;Fußball
412_655;Zipensdorfer FC Meuselwitz;0;1;0;NULL;;;;Fußball
412_656;Deutschland;0;1;0;NULL;;;;Fußball
412_657;Deutschland (Frauen);0;1;0;NULL;;;;Fußball
412_658;Deutschland U17;0;1;0;NULL;;;;Fußball
412_659;Deutschland U18;0;1;0;NULL;;;;Fußball
412_66;BFC Dynamo A-Junioren;0;1;0;NULL;;;;Fußball
412_660;Deutschland U20;0;1;0;NULL;;;;Fußball
412_661;Deutschland U21;0;1;0;NULL;;;;Fußball
412_662;Krefeld Pinguine;0;1;0;NULL;;;;Eishockey
412_663;Düsseldorfer EG;0;1;0;NULL;;;;Eishockey
412_664;Kölner Haie;0;1;0;NULL;;;;Eishockey
412_665;Augsburger Panther;0;1;0;NULL;;;;Eishockey
412_666;EHC Eisbären Berlin;0;1;0;NULL;;;;Eishockey
412_667;Grizzlys Wolfsburg;0;1;0;NULL;;;;Eishockey
412_668;Fischtown Pinguins;0;1;0;NULL;;;;Eishockey
412_669;Iserlohn Roosters;0;1;0;NULL;;;;Eishockey
412_67;BFC Preussen;0;1;0;NULL;;;;Fußball
412_670;ERC Ingolstadt;0;1;0;NULL;;;;Eishockey
412_671;Adler Mannheim;0;1;0;NULL;;;;Eishockey
412_672;EHC Red Bull München;0;1;0;NULL;;;;Eishockey
412_673;Nürnberg Ice Tigers;0;1;0;NULL;;;;Eishockey
412_674;Straubing Tigers;0;1;0;NULL;;;;Eishockey
412_675;Schwenninger Wild Wings;0;1;0;NULL;;;;Eishockey
412_676;Eispiraten Crimmitschau;0;1;0;NULL;;;;Eishockey
412_677;EHC Lausitzer Füchse;0;1;0;NULL;;;;Eishockey
412_678;Dresdner Eislöwen;0;1;0;NULL;;;;Eishockey
412_679;Löwen Frankfurt;0;1;0;NULL;;;;Eishockey
412_68;BFC Südring;0;1;0;NULL;;;;Fußball
412_680;ESV Kaufbeuren;0;1;0;NULL;;;;Eishockey
412_681;SC Riessersee;0;1;0;NULL;;;;Eishockey
412_682;Tölzer Löwen;0;1;0;NULL;;;;Eishockey
412_683;Deggendorfer SC;0;1;0;NULL;;;;Eishockey
412_684;Bayreuth Tigers;0;1;0;NULL;;;;Eishockey
412_685;EC Bad Nauheim;0;1;0;NULL;;;;Eishockey
412_686;Bietigheim Steelers;0;1;0;NULL;;;;Eishockey
412_687;Heilbronner Falken;0;1;0;NULL;;;;Eishockey
412_688;EHC Freiburg;0;1;0;NULL;;;;Eishockey
412_689;Ravensburg Towerstars;0;1;0;NULL;;;;Eishockey
412_69;BFV Hassia Bingen;0;1;0;NULL;;;;Fußball
412_690;EC Kassel Huskies;0;1;0;NULL;;;;Eishockey
412_691;EHC Erfurt;0;1;0;NULL;;;;Eishockey
412_692;Hannover Indians;0;1;0;NULL;;;;Eishockey
412_693;Hannover Scorpions;0;1;0;NULL;;;;Eishockey
412_694;EC Harzer Falken;0;1;0;NULL;;;;Eishockey
412_695;Füchse Duisburg;0;1;0;NULL;;;;Eishockey
412_696;EXA Icefighters Leipzig;0;1;0;NULL;;;;Eishockey
412_697;ESC Moskitos Essen;0;1;0;NULL;;;;Eishockey
412_698;Saale Bulls Halle;0;1;0;NULL;;;;Eishockey
412_699;Herner EV;0;1;0;NULL;;;;Eishockey
412_7;1. FC Frankfurt (Oder);0;1;0;NULL;;;;Fußball
412_70;BFV-Auswahl;0;1;0;NULL;;;;Fußball
412_700;Crocodiles Hamburg;0;1;0;NULL;;;;Eishockey
412_701;Rostock Piranhas;0;1;0;NULL;;;;Eishockey
412_702;Höchstadter EC;0;1;0;NULL;;;;Eishockey
412_703;Mighty Dogs;0;1;0;NULL;;;;Eishockey
412_704;EHC Klostersee;0;1;0;NULL;;;;Eishockey
412_705;EHC Eisbären Berlin Allstars;0;1;0;NULL;;;;Eishockey
412_706;ERC Sonthofen;0;1;0;NULL;;;;Eishockey
412_707;Selber Wölfe;0;1;0;NULL;;;;Eishockey
412_708;EV Landshut;0;1;0;NULL;;;;Eishockey
412_709;EV Lindau;0;1;0;NULL;;;;Eishockey
412_71;Bischofswerdaer Fußballverein 1908;0;1;0;NULL;;;;Fußball
412_710;Starbulls Rosenheim;0;1;0;NULL;;;;Eishockey
412_711;ECDC Memmingen;0;1;0;NULL;;;;Eishockey
412_712;EC Peiting;0;1;0;NULL;;;;Eishockey
412_713;Eisbären Regensburg;0;1;0;NULL;;;;Eishockey
412_714;Blue Devils Weiden;0;1;0;NULL;;;;Eishockey
412_715;EHC Waldkraiburg;0;1;0;NULL;;;;Eishockey
412_716;EHF Passau Black Hawks;0;1;0;NULL;;;;Eishockey
412_717;ESC Dorfen;0;1;0;NULL;;;;Eishockey
412_718;ESV Waldkirchen;0;1;0;NULL;;;;Eishockey
412_719;ERSC Amberg;0;1;0;NULL;;;;Eishockey
412_72;Bonner SC;0;1;0;NULL;;;;Fußball
412_720;EHC Königsbrunn;0;1;0;NULL;;;;Eishockey
412_721;ESC Vilshofen;0;1;0;NULL;;;;Eishockey
412_722;ERC Ingolstadt II;0;1;0;NULL;;;;Eishockey
412_723;EHC Straubing;0;1;0;NULL;;;;Eishockey
412_724;EHC Regensburg;0;1;0;NULL;;;;Eishockey
412_725;EV Füssen;0;1;0;NULL;;;;Eishockey
412_726;HC Landsberg;0;1;0;NULL;;;;Eishockey
412_727;Krefelder EV;0;1;0;NULL;;;;Eishockey
412_728;Eisbären Juniors Berlin;0;1;0;NULL;;;;Eishockey
412_729;Münchner Eishockey Klub;0;1;0;NULL;;;;Eishockey
412_73;Borussia Dortmund GmbH & Co. KGaA;0;1;0;NULL;;;;Fußball
412_730;Eishockey-Club Diez-Limburg e. V.;0;1;0;NULL;;;;Eishockey
412_731;EV Dingolfing;0;1;0;NULL;;;;Eishockey
412_74;Borussia Dortmund U19;0;1;0;NULL;;;;Fußball
412_75;Borussia Dortmund U23;0;1;0;NULL;;;;Fußball
412_76;Borussia Mönchengladbach;0;1;0;NULL;;;;Fußball
412_77;Borussia Mönchengladbach II;0;1;0;NULL;;;;Fußball
412_78;Brandenburger SC Süd 05;0;1;0;NULL;;;;Fußball
412_79;Bremer Sport-Verein 1906 e. V.;0;1;0;NULL;;;;Fußball
412_8;1. FC Germania Egestorf/Langreder;0;1;0;NULL;;;;Fußball
412_80;BSC Fortuna Glienicke e. V.;0;1;0;NULL;;;;Fußball
412_81;BSC Hastedt;0;1;0;NULL;;;;Fußball
412_82;BSC Kickers 1900;0;1;0;NULL;;;;Fußball
412_83;BSC Sendling;0;1;0;NULL;;;;Fußball
412_84;BSG Chemie Kahla;0;1;0;NULL;;;;Fußball
412_85;BSG Chemie Leipzig;0;1;0;NULL;;;;Fußball
412_86;BSG Chemie Leipzig II;0;1;0;NULL;;;;Fußball
412_87;BSV Al-Dersimspor;0;1;0;NULL;;;;Fußball
412_88;BSV Eintracht Mahlsdorf;0;1;0;NULL;;;;Fußball
412_89;BSV Eintracht Sondershausen;0;1;0;NULL;;;;Fußball
412_9;1. FC Heidenheim 1846;0;1;0;NULL;;;;Fußball
412_90;BSV Grün-Weiss Neukölln 1950 e. V.;0;1;0;NULL;;;;Fußball
412_91;BSV Halle-Ammendorf 1910 e. V.;0;1;0;NULL;;;;Fußball
412_92;BSV Kickers Emden;0;1;0;NULL;;;;Fußball
412_93;BSV Oranke;0;1;0;NULL;;;;Fußball
412_94;BSV SW Rehden;0;1;0;NULL;;;;Fußball
412_95;Calcio Leinfelden-Echterdingen;0;1;0;NULL;;;;Fußball
412_96;Charlottenburger FC Hertha 06;0;1;0;NULL;;;;Fußball
412_97;Chemnitzer FC;0;1;0;NULL;;;;Fußball
412_98;Deutsche Jugendkraft Gebenbach e. V.;0;1;0;NULL;;;;Fußball
412_99;DJK Ammerthal;0;1;0;NULL;;;;Fußball
