# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
238;Kontotyp;Kontotyp;ZIR;V1.1;20110915

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Zugangsvokabular
238_1;Gemischtes Konto;0;1;0;NULL;;;
238_2;Geschäftskonto;0;1;0;NULL;;;
238_3;Privatkonto (Einzelkonto);0;1;0;NULL;;;
238_4;Privatkonto (Gemeinschaftskonto);0;1;0;NULL;;;
238_5;Privatkonto (zu Gunsten Dritter);0;1;0;NULL;;;
238_6;Treuhandkonto (Anderkonto);0;1;0;NULL;;;
238_7;Treuhandkonto (Gesetzlicher Treuhänder);0;1;0;NULL;;;
238_8;Treuhandkonto (Sonstiger Treuhänder);0;1;0;NULL;;;
