# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
277;Grad der Verletzung;Grad der Verletzung;ZIR;V1.0;20110406

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Zugangsvokabular
277_1;unbekannt;0;1;0;NULL;;;
277_2;nicht verletzt;0;1;0;NULL;;;
277_3;leicht verletzt;0;1;0;NULL;;;
277_4;schwer verletzt;0;1;0;NULL;;;
277_5;tödlich verletzt;0;1;0;NULL;;;
