# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
124;Art des Wasserfahrzeugs;Art des Wasserfahrzeugs;ZIR;V1.2.1;20210415

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
124_10;muskelkraftbetriebenes Wasserfahrzeug;0;1;0;NULL;;Alle Wasserfahrzeuge ohne eigenen Antrieb, die ausschließlich manuell und mit Muskelkraft betrieben werden. Bei Unterstützung mit einem Antrieb (z.B. Motor oder Segel) sind sie in den Werten Motorboot / Motoryacht oder Segelboot / Segeljacht abzubilden.;;;'Drachenboot; Faltboot; Kahn; Kajak; Kanu; Paddelboot; Ruderboot; Schlauchboot; Tretboot'
124_11;Motorboot / Motoryacht;0;1;0;NULL;;Ein Motorboot ist ein von einem oder mehreren Verbrennungsmotoren oder Elektromotoren angetriebenes Wasserfahrzeug. Je nach Baumerkmal oder Art der Motorisierung wird zwischen Motorboottypen unterschieden.;;;'Airboat; Airfoil (Bodeneffektfahrzeug); Angelboot; Elektroboot; Flugboot; Luftkissenfahrzeug; Motorkatamaran; Motorkajütboot; Oxoon; Rennboot; Schlauchboot; Sportboot'
124_12;Schlepper / Schuber;0;1;0;NULL;;Schlepper, auch Schleppschiffe genannt, sind Schiffe mit leistungsstarker Antriebsanlage, die zum Ziehen und Schieben anderer Schiffe oder großer schwimmfähiger Objekte eingesetzt werden.;;;'Bergungsschlepper; Hafenschlepper; Schleppboot; Schubboot; Seeschlepper'
124_13;schwimmende Anlage;0;1;0;NULL;;Ganz oder teilweise aus schwimmfähigen Körpern bestehende Anlage, die in der Regel nicht zur Fortbewegung im Wasser bestimmt und deshalb ortsgebunden ist.;;;'Bootshaus; Bootssteg; Dock; Hausboot; Landebrücke; mobile Badeanstalt; Ponton; Steganlage; Waschanlage; Wohnschiff'
124_14;schwimmendes Gerät / Schwimmkörper;0;1;0;NULL;;Ein schwimmendes Gerät ist „eine schwimmende Konstruktion mit mechanischen Einrichtungen, die dazu bestimmt ist, auf Wasserstraßen oder in Häfen zur Arbeit eingesetzt zu werden, wie z. B. Bagger, Elevator, Hebebock, Kran“. Schwimmende Geräte sind mit dem Untergrund nicht dauerhaft fest verbunden. Sie können mit einem eigenen Antrieb ausgestattet sein, werden jedoch oft von anderen Fahrzeugen an ihren Einsatzort geschleppt oder geschoben. Ein Schwimmkörper oder Auftriebskörper ist ein Gegenstand, der aufgrund seines Auftriebs durch Verdrängung nach dem archimedischen Prinzip selbständig schwimmfähig ist.;;;'Bohrschiff; Brückenuntersuchungsschiff; Eimerkettenschwimmbagger; Eispflug; Felsbrecher; Floß; Hebebock; Hopperbagger; Jack-Up-Barge; Laderaumgreifbagger; Peilrahmen; Ponton; Saugbagger; Schneidkopfbagger; Schutensauger; Schwimmbagger; Schwimmgreifer; Schwimmkran; Schwimmramme; Taucherschacht'
124_15;Segelboot / Segelyacht;0;1;0;NULL;;Ein Segelboot ist ein Sportboot, das in erster Linie durch Windkraft betrieben wird. Vom Segelschiff unterscheidet es sich durch seine geringere Größe. Antrieb mit und ohne Motor;;;'Segeljolle; Segelkatamaran; Segeltrimaran; Sportboot; Zeesboot'
124_16;Segelschiff;0;1;0;NULL;;Ein Segelschiff unterscheidet sich von einem Segelboot  u.a. durch seine Größe. Der Wert Segelschiff ist zu wählen, wenn die Schiffsführung aus zwei Kommandoebenen (Kapitän und mind. Ein Erster Offizier) besteht oder zumindest entsprechende formale Vorgaben zur Kommandostruktur bestehen (z.B. gemäß Schiffsbesetzungsverordnung).;;;Segelfrachtschiff
124_17;Sonderfahrzeug / Spezialschiffe;0;1;0;NULL;;;;;'Amphibienfahrzeuge; Aufsichtsboot; Bereisungsschiff; Bilgeentölerboot; Bohrschiff; Bunkerbarge; Bunkerboot; Chemikalientankschiff; Chemikalientankschiff; Eimerkettenbagger; Eisbrecher; Entsorgungsschiff; Feuerlöschboot; Forschungsschiff; Gastankschiff; Hafentankfahrzeug; Hopperbagger; Kabelleger; Kopfstück; Laborschiff; Lotsenversetzer; Luftkissenfahrzeug; Luftkisssenfahrzeug; Mehrzweckschiff; Messschiff; Off-Shore-Errichterschiff; Ölauffangschiff; Peilschiff; Produktentanker ; Proviantboot; Pumpschiff; Rohöltankschiff; Saugbagger; Schneidkopfbagger; Schulschiff; Schutensauger; Tankreinigungsschiff; Tankschleppkahn; Tonnenleger; Überwachungsschiff; Unterseeboot; Versorgungsschiff; Wasserflugzeug; Werkstattschiff; Kriegsschiff; Staatsschiff; Hoheitsfahrzeug; Tender; Landungsboot; Landungsschiff; Munitionstransportschiff; Minenkampfboot; Schnellboot; Unterseeboot; Minenjagdboot; Minenleger; Minenräumboot'
124_18;Tankschiff / Tanker / Tankmotorschiff;0;1;0;NULL;;'Ein Tanker ist ein zum Transport flüssiger oder gasförmiger Stoffe ausgestattetes Schiff. Typische Transportgüter sind u.a. Rohöl, Kraftstoff, Flüssiggas, Chemikalien; sonstige Produkte, wie Wasser oder Saft.';;;'Bilgeentölerboot; Bunkerbarge; Bunkerboot,; Chemikalientankschiff; Gastankschiff; Hafentankfahrzeug; Produktentanker ; Rohöltankschiff; Tankschleppkahn; Öl- / Chemikalientankschiff'
124_19;Traditionsschiff;0;1;0;NULL;;Traditionsschiffesind sind historische Wasserfahrzeuge, die hauptsächlich mit den Originalwerkstoffen im Original oder als Einzelnachbildung gebaut worden sind, deren Betrieb ausschließlich ideellen Zwecken dient, und die zur maritimen Traditionspflege, zu sozialen oder vergleichbaren Zwecken, zum Beispiel von der Sail Training Association Germany, als Seeschiffe eingesetzt werden.;;;
124_20;Wassermotorrad;0;1;0;NULL;;Wassermotorräder, auch bekannt als Jet-Ski, Jet-Boot oder Jetboot, sind relativ kleine aus glasfaserverstärktem Kunststoff bestehende Wasserfahrzeuge ohne Bordwand.;;;'Jet-Ski; Jet-Boot; Jetboot'
124_21;Wassersportgerät;0;1;0;NULL;;Alle zur Fortbewegung und Ausübung des Wassersports genutzten Geräte.;;;'Kitesurfer; Jetlev-Flyer; Quadski; Stand UP Paddling-Board; Surfboard; Surfbrett; Waterwolves'
