# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
255;Geschlecht;Geschlecht;ZIR;V1.3;20210415

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
255_1;männlich;0;1;0;NULL;m;;;;
255_2;weiblich;0;1;0;NULL;w;;;;
255_3;unbekannt;0;1;0;NULL;u;Der Eintrag ist zu verwenden, wenn das Geschlecht einer Person nicht bekannt ist.;;;
255_4;divers;0;1;0;NULL;d;Gemäß § 22 Abs. 3 [neu] PStG (Personenstandsgesetz) ist der Eintrag zu verwenden, wenn eine Person weder dem weiblichen noch dem männlichem Geschlecht zugeordnet werden kann.;;;
