# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
370;Rechtsgut;Rechtsgut;ZIR;V1.1;20210930

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
370_1;Leib;0;1;0;NULL;;;;;
370_2;Leben;0;1;0;NULL;;;;;
370_3;Freiheit;0;1;0;NULL;;;;;
370_4;der Bestand und die Sicherheit des Bundes oder eines Landes;0;1;0;NULL;;;;;
370_5;Güter der Allgemeinheit, deren Bedrohung die Grundlagen der Existenz der Menschen berührt;0;1;0;NULL;;;;;
370_6;sonstige Rechtsgüter;0;1;0;NULL;;Unter „sonstige Rechtsgüter“ werden solche subsumiert, die in ihrer Bedeutung vergleichbar sind und daher nicht separat aufgeführt und nicht freitextlich erläutert werden müssen.;;;
