# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
115;Art der Örtlichkeit;Art der Örtlichkeit;ZIR;V1.7;20210415

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
115_190;Großmarkt;0;1;0;NULL;;;;;
115_191;Schlachthof;0;1;0;NULL;;;;;
115_192;Großhandel;0;1;0;NULL;;;;;
115_193;Anlegestelle / Bootssteg;0;1;0;NULL;;;;;
115_194;Ausfahrt;0;1;0;NULL;;;;;
115_195;Autobahn;0;1;0;NULL;;;;;
115_196;Autobahnanschlussstelle;0;1;0;NULL;;;;;
115_197;Autobahnkreuz / Autobahndreieck;0;1;0;NULL;;;;;
115_198;Autobahnparkplatz;0;1;0;NULL;;;;;
115_199;Autobahnraststätte / Autohof;0;1;0;NULL;;;;;
115_2;Campingplatz / Campinganlage;0;1;0;NULL;;;;;
115_20;Tennisanlage;0;1;0;NULL;;;;;
115_200;Bahnanlage;0;1;0;NULL;;;;;
115_201;Bahngelände;0;1;0;NULL;;;;;
115_202;Bahnhof;0;1;0;NULL;;;;;
115_203;Bahnhofsgebäude;0;1;0;NULL;;;;;
115_204;Bahnhofsvorplatz;0;1;0;NULL;;;;;
115_205;Bahnkörper (Gleiskörper);0;1;0;NULL;;;;;
115_206;Bahnsteig;0;1;0;NULL;;;;;
115_207;Bahntrasse;0;1;0;NULL;;;;;
115_208;Bootshaus;0;1;0;NULL;;;;;
115_209;Brücke;0;1;0;NULL;;;;;
115_21;Tennisplatz;0;1;0;NULL;;;;;
115_210;Bundesstraße;0;1;0;NULL;;;;;
115_211;Carport;0;1;0;NULL;;;;;
115_212;Einfahrt;0;1;0;NULL;;;;;
115_213;Fahrradport;0;1;0;NULL;;;;;
115_214;Feldweg;0;1;0;NULL;;;;;
115_215;Flughafen;0;1;0;NULL;;;;;
115_216;Flughafengebäude;0;1;0;NULL;;;;;
115_217;Flugplatz;0;1;0;NULL;;;;;
115_218;Flugsteig;0;1;0;NULL;;;;;
115_219;Fußgängerbrücke;0;1;0;NULL;;;;;
115_22;Tiergarten / -park / Zoo;0;1;0;NULL;;;;;
115_220;Fußgängertunnel;0;1;0;NULL;;;;;
115_221;Fußgängerzone;0;1;0;NULL;;;;;
115_222;Garage;0;1;0;NULL;;;;;
115_223;Gehweg;0;1;0;NULL;;;;;
115_224;Hafen / Hafenanlage;0;1;0;NULL;;;;;
115_225;Haltestelle;0;1;0;NULL;;;;;
115_226;Kanal (Wasserstraße);0;1;0;NULL;;;;;
115_227;Landstraße;0;1;0;NULL;;;;;
115_228;Luftfrachtzentrum;0;1;0;NULL;;;;;
115_229;Parkhaus / Tiefgarage;0;1;0;NULL;;;;;
115_23;Vereinsheim;0;1;0;NULL;;;;;
115_230;Parkplatz;0;1;0;NULL;;;;;
115_231;Passage;0;1;0;NULL;;;;;
115_232;Rollfeld;0;1;0;NULL;;;;;
115_233;Seilbahn;0;1;0;NULL;;;;;
115_234;Start- / Landebahn;0;1;0;NULL;;;;;
115_235;Straße;0;1;0;NULL;;;;;
115_236;Straßenbahnanlage;0;1;0;NULL;;;;;
115_237;Straßenbahngleisanlage;0;1;0;NULL;;;;;
115_238;Tunnel;0;1;0;NULL;;;;;
115_239;U-Bahnanlage;0;1;0;NULL;;;;;
115_24;Vergnügungspark;0;1;0;NULL;;;;;
115_240;U-Bahnhof;0;1;0;NULL;;;;;
115_241;Unterführung;0;1;0;NULL;;;;;
115_242;Weg;0;1;0;NULL;;;;;
115_243;Verkehrs- / Transporteinrichtung;0;1;0;NULL;;;;;
115_244;Botschaft;0;1;0;NULL;;;;;
115_245;Feuerwache;0;1;0;NULL;;;;;
115_246;Feuerwehrgerätehaus;0;1;0;NULL;;;;;
115_247;Gerichtssaal;0;1;0;NULL;;;;;
115_248;Grenzkontrollstelle;0;1;0;NULL;;;;;
115_249;Jugendarrestanstalt;0;1;0;NULL;;;;;
115_25;Zirkus;0;1;0;NULL;;;;;
115_250;Justizeinrichtung;0;1;0;NULL;;;;;
115_251;Justizvollzugsanstalt;0;1;0;NULL;;;;;
115_252;Kaserne;0;1;0;NULL;;;;;
115_253;militärische Einrichtung;0;1;0;NULL;;;;;
115_254;polizeiliche Einrichtung;0;1;0;NULL;;;;;
115_255;Rathaus;0;1;0;NULL;;;;;
115_256;Regierungseinrichtung;0;1;0;NULL;;;;;
115_257;U-Haftanstalt;0;1;0;NULL;;;;;
115_258;Zelle (Gefängnis);0;1;0;NULL;;;;;
115_259;Zolleinrichtung;0;1;0;NULL;;;;;
115_26;Sport- / Freizeiteinrichtung;0;1;0;NULL;;;;;
115_260;Zollkontrollstelle;0;1;0;NULL;;;;;
115_261;Konsulat;0;1;0;NULL;;;;;
115_262;staatliche Einrichtung;0;1;0;NULL;;;;;
115_263;Forschungsanlage / Versuchsanlage;0;1;0;NULL;;;;;
115_264;Klassenzimmer;0;1;0;NULL;;;;;
115_265;Labor;0;1;0;NULL;;;;;
115_266;Lehrerzimmer / Direktorat;0;1;0;NULL;;;;;
115_267;Schule;0;1;0;NULL;;;;;
115_268;Universität / Hochschule;0;1;0;NULL;;;;;
115_269;Kindergarten / Kinderhort;0;1;0;NULL;;;;;
115_27;Kunstausstellung / Galerie;0;1;0;NULL;;;;;
115_270;Wissenschafts- / Bildungseinrichtung;0;1;0;NULL;;;;;
115_271;Baracke;0;1;0;NULL;;;;;
115_272;Bauernhaus;0;1;0;NULL;;;;;
115_273;Bungalow;0;1;0;NULL;;;;;
115_274;Burg / Schloss;0;1;0;NULL;;;;;
115_275;Bürgerhaus;0;1;0;NULL;;;;;
115_276;Bürogebäude;0;1;0;NULL;;;;;
115_277;Container (Wohn-, Lager-, Bürocontainer);0;1;0;NULL;;;;;
115_278;Denkmal;0;1;0;NULL;;;;;
115_279;Einfamilienhaus;0;1;0;NULL;;;;;
115_28;Kurhaus;0;1;0;NULL;;;;;
115_280;Gartenhaus;0;1;0;NULL;;;;;
115_281;Gedenkstätte;0;1;0;NULL;;;;;
115_282;Geschäfts- / Wohnhaus;0;1;0;NULL;;;;;
115_283;Geschäftshaus;0;1;0;NULL;;;;;
115_284;Gewächshaus;0;1;0;NULL;;;;;
115_285;Großwohnanlage;0;1;0;NULL;;;;;
