# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
117;Art der Personalie;Art der Personalie;ZIR;V1.2;20180331

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
117_1;Alias-Personalie;0;1;0;NULL;;Eine Personalie gilt als Alias-Personalie, wenn feststeht, dass die Person diese Personalie bewusst neben ihrer rechtmäßigen Personalie verwendet oder sie ihr gegeben wird, zum Beispiel um Straftaten zu begehen. Eine Alias-Personalie liegt demnach immer dann vor, wenn diese durch eine Person genutzt wird, um Dritte zu täuschen.;;;
117_2;rechtmäßige Personalie;0;1;0;NULL;;Eine Personalie gilt als rechtmäßige Personalie, wenn die Personalie der Person beurkundet ist (z. B. Personalausweis, Reisepass ist vorhanden / lag vor) oder ein Personenfeststellungsverfahren gemäß den erkennungsdienstlichen Richtlinien durchgeführt wurde.;;;
117_3;nicht verifizierte Personalie;0;1;0;NULL;;Die Art der Personalie ist nicht verifiziert, wenn noch nicht feststeht, ob es sich um die rechtmäßige Personalie oder um eine Alias-Personalie handelt.;;;
