# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
106;Art der Finanztransaktion;Art der Finanztransaktion;ZIR;V1.0;20100223

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Zugangsvokabular
106_1;Geldtransfer;0;1;0;NULL;;;
106_2;Geldübergabe;0;1;0;NULL;;;
106_3;Einzahlung;0;1;0;NULL;;;
106_4;Abhebung;0;1;0;NULL;;;
106_5;Überweisung;0;1;0;NULL;;;
106_6;Lastschrift;0;1;0;NULL;;;
106_7;Rückbuchung;0;1;0;NULL;;;
