# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
256;Personengebundener Hinweis;Personengebundener Hinweis;ZIR;V1.4;20210803

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
256_1;bewaffnet;0;1;0;NULL;BEWA;;;;
256_14;Explosivstoffgefahr;0;1;0;NULL;EXPL;;;;
256_2;gewalttätig;0;1;0;NULL;GEWA;;;;
256_3;Ausbrecher;0;1;0;NULL;AUSB;;;;
256_4;Ansteckungsgefahr;0;1;0;NULL;ANST;;;;
256_5;Psychische und Verhaltensstörungen;0;1;0;NULL;PSYV;;;;
256_6;BTM-Konsument;0;1;0;NULL;BTMK;;;;
256_7;Freitodgefahr;0;1;0;NULL;FREI;;;;
