# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
322;Art der Personenidentifikationsnummer;Art der Personenidentifikationsnummer;ZIR;V1.2;20210930

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
322_1;Bevölkerungsregisternummer;0;1;0;NULL;;;;;
322_2;Sozialversicherungsnummer;0;1;0;NULL;;;;;
322_3;Steuernummer;0;1;0;NULL;;;;;
322_4;Umsatzsteuer-ID;0;1;0;NULL;;;;;
322_5;Code numeric personal;0;1;0;NULL;CNP;lebenslang unveränderliche Personen[kenn]nummer ausgewählter Staaten (Albanien, Bosnien-Herzegowina, Bulgarien, Kroatien, Lettland, Litauen, Mazedonien, Moldawien, Montenegro, Polen, Rumänien, Serbien, Slowakei, Slowenien, Tschechien, Ungarn);;;
322_6;Ausländerzentralregisternummer;NULL;1;0;NULL;;;;;
