# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
400;Status des GPS-Packs;Status des GPS-Packs;ZIR;V1.0;20190830

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
400_1;Bewegung;0;1;0;NULL;;;;;
400_2;Sensoraktivität;0;1;0;NULL;;Sensoraktivität bedeutet, dass der Sensor ohne Fahrzeugbewegung aktiviert worden ist, z. B. durch alleiniges Aufschließen des Fahrzeugs.;;;
400_3;Stillstand;0;1;0;NULL;;;;;
