# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
278;Maßeinheit des Volumens;Maßeinheit des Volumens;ZIR;V1.1;20110915

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Zugangsvokabular
278_1;Zentiliter;0;1;0;NULL;cl;;
278_2;Kubikzentimeter;0;1;0;NULL;cm³;;
278_3;Deziliter;0;1;0;NULL;dl;;
278_4;Kubikdezimeter;0;1;0;NULL;dm³;;
278_5;Liter;0;1;0;NULL;l;;
278_6;Kubikmeter;0;1;0;NULL;m³;;
278_7;Milliliter;0;1;0;NULL;ml;;
278_8;Kubikmillimeter;0;1;0;NULL;mm³;;
