# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
273;Relevanz der Straftat;Relevanz der Straftat;ZIR;V1.0;20110406

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Zugangsvokabular
273_1;Europol;0;1;0;NULL;;;
273_2;FIU-Net;0;1;0;NULL;;;
273_3;Interpol;0;1;0;NULL;;;
273_4;Lage;0;1;0;NULL;;;
